Date,Price,Property Type,Location,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact,Quarter
August 2024,"€ 4,310",House,Dublin City South - Dublin 8,4 Bedrooms,2,Yes,Yes,6 months,Owner,Q3
August 2024,"€ 5,880",House,Dublin City South - Dublin 2,3 Bedrooms,1,No,Yes,12 months,Owner,Q3
August 2024,"€ 2,450",Apartment,Dublin City South - Dublin 12,2 Bedrooms,2 Bathrooms,No,No,12 months,Owner,Q3
August 2024,"€ 2,830",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,No,12.0,Estate Agent,Q3
August 2024,"€ 1,690",Apartment,Dublin City South - Dublin 12,1,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
August 2024,"€ 1,320",Apartment,Dublin City North - Dublin 9,1 Bedroom,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
August 2024,"€2,030.00",House,Dublin City North - Dublin 17,2 Bedrooms,2,No,No,6 months,Estate Agent,Q3
August 2024,"€ 1,930",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,810 per month",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1,Yes,No,12 months,Estate Agent,Q3
August 2024,€ 880 per month,Apartment,Dublin City South - Dublin 6W,1 Bedroom,2,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,130",House,Dublin City North - Dublin 11,3 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Owner,Q3
August 2024,"€ 2,290",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q3
August 2024,"€ 2,420",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12.0,Estate Agent,Q3
August 2024,"€ 2,500",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,320",House,Dublin City North - Dublin 11,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
August 2024,"€ 1,190",Apartment,Dublin City North - Dublin 1,1,1,N,N,12 months,Estate Agent,Q3
August 2024,"€4,320.00",House,Dublin City South - Dublin 14,3,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
August 2024,"€ 3,090",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,190",Apartment,Dublin City South - Dublin 24,1,1,No,No,6 months,Estate Agent,Q3
August 2024,"€ 4,430",House,Dublin City South - Dublin 10,3,2 Bathrooms,No,Yes,12 months,Owner,Q3
August 2024,"€ 1,760",Apartment,Dublin City North - Dublin 9,1 Bedroom,2 Bathrooms,Yes,N,12 months,Estate Agent,Q3
August 2024,"€ 3,240 per month",Apartment,Dublin City South - Dublin 2,3,1 Bathroom,Yes,No,3 months,Estate Agent,Q3
August 2024,"€ 1,270 per month",Apartment,Dublin City South - Dublin 10,1 Bedroom,2,No,No,3 months,Estate Agent,Q3
August 2024,"€1,060.00",Apartment,Dublin City North - Dublin 13,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,690",Apartment,Dublin City South - Dublin 24,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,560",Apartment,Dublin City North - Dublin 7,2,1 Bathroom,???,No,12 months,Owner,Q3
August 2024,"€ 1,800",Apartment,Dublin City South - Dublin 10,1 Bedroom,1 Bathroom,No,N,12 months,Estate Agent,Q3
August 2024,"€ 1,230 per month",Apartment,Dublin City North - Dublin 11,2,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,070",Apartment,Dublin City North - Dublin 13,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,840 per month",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,Yes,No,12.0,Owner,Q3
August 2024,"€ 6,390",House,Dublin City South - Dublin 4,2,2,Yes,Yes,12.0,Estate Agent,Q3
August 2024,"€ 1,740 per month",Apartment,Dublin City South - Dublin 16,2 Bedrooms,1 Bathroom,No,???,12 months,Owner,Q3
August 2024,"€ 1,410 per month",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,Yes,No,6 months,Owner,Q3
August 2024,"€ 2,090",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,N,12 months,Estate Agent,Q3
August 2024,"€ 5,020",House,Dublin City South - Dublin 8,3 Bedrooms,2 Bathrooms,Yes,???,12 months,Owner,Q3
August 2024,"€ 1,670",Apartment,Dublin City South - Dublin 8,1 Bedroom,2,Yes,No,12 months,Owner,Q3
August 2024,"€ 3,060",House,Dublin City South - Dublin 10,4 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q3
August 2024,"€ 1,900",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,???,???,12.0,Owner,Q3
August 2024,"€ 1,360 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,120",House,Dublin City North - Dublin 11,2 Bedrooms,2 Bathrooms,No,Yes,6 months,Owner,Q3
August 2024,"€ 4,280",House,Dublin City North - Dublin 7,4 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Estate Agent,Q3
August 2024,"€ 2,460",Apartment,Dublin City South - Dublin 12,3,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,130",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,310",Apartment,Dublin City South - Dublin 4,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 4,530",Apartment,Dublin City North - Dublin 1,3,2 Bathrooms,Yes,N,12 months,Owner,Q3
August 2024,"€ 1,540",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12.0,Estate Agent,Q3
August 2024,€ 920 per month,Apartment,Dublin City North - Dublin 11,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€ 3,340",House,Dublin City North - Dublin 3,4 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
August 2024,"€2,650.00",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,790",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,510 per month",Apartment,Dublin City South - Dublin 16,2,2 Bathrooms,No,N,12 months,Estate Agent,Q3
August 2024,"€2,710.00 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,3 months,Estate Agent,Q3
August 2024,€ 870,Apartment,Dublin City North - Dublin 15,1 Bedroom,2 Bathrooms,Yes,N,12 months,Estate Agent,Q3
August 2024,"€ 1,480 per month",Apartment,Dublin City North - Dublin 11,2,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,020 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,N,3 months,Estate Agent,Q3
August 2024,"€ 1,470",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,850",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,N,No,12 months,Estate Agent,Q3
August 2024,"€ 3,210",House,Dublin City South - Dublin 12,3,2 Bathrooms,Yes,Y,6 months,Estate Agent,Q3
August 2024,"€ 1,380",Apartment,Dublin City North - Dublin 11,2,1 Bathroom,No,No,6 months,Estate Agent,Q3
August 2024,"€ 2,450",Apartment,Dublin City North - Dublin 9,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,080",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,3 months,Estate Agent,Q3
August 2024,"€ 1,760",Apartment,Dublin City South - Dublin 8,1,2 Bathrooms,No,No,6 months,Estate Agent,Q3
August 2024,"€ 2,410",Apartment,Dublin City South - Dublin 24,2 Bedrooms,2 Bathrooms,N,No,12 months,Estate Agent,Q3
August 2024,"€ 1,090",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,???,No,12 months,Owner,Q3
August 2024,"€ 1,250 per month",Apartment,Dublin City North - Dublin 1,1,1,N,N,12 months,Owner,Q3
August 2024,"€ 2,840",House,Dublin City North - Dublin 13,3 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Owner,Q3
August 2024,"€ 1,430 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,No,No,12 months,Estate Agent,Q3
August 2024,€ 980,Apartment,Dublin City North - Dublin 7,1,2 Bathrooms,No,No,12 months,Estate Agent,Q3
August 2024,"€2,030.00",Apartment,South Co Dublin,2 Bedrooms,1 Bathroom,Yes,No,3 months,Estate Agent,Q3
August 2024,"€ 4,010",House,Dublin City South - Dublin 2,2,2,No,Yes,3 months,Owner,Q3
August 2024,"€ 1,450 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
August 2024,"€ 2,250",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q3
August 2024,"€ 1,320",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,6.0,Estate Agent,Q3
August 2024,"€2,910.00",House,Dublin City South - Dublin 6W,4 Bedrooms,1,Yes,Yes,3 months,Owner,Q3
August 2024,"€ 2,010",Apartment,Dublin City North - Dublin 1,2,1,No,N,12 months,Estate Agent,Q3
August 2024,"€ 3,490",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,890",Apartment,Dublin City North - Dublin 3,2 Bedrooms,1 Bathroom,N,???,12 months,Estate Agent,Q3
August 2024,"€ 1,790",Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,Y,No,12 months,Owner,Q3
August 2024,€ 870,Apartment,Dublin City South - Dublin 22,1 Bedroom,2,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,910",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,No,3 months,Owner,Q3
August 2024,"€ 1,720",Apartment,Dublin City South - Dublin 16,3,2 Bathrooms,Yes,No,12 months,Owner,Q3
August 2024,€ 860,Apartment,Dublin City North - Dublin 11,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 2,090",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
August 2024,"€ 1,770 per month",Apartment,Dublin City South - Dublin 10,2 Bedrooms,1,N,No,6 months,Owner,Q3
August 2024,"€ 1,520 per month",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,Yes,???,12 months,Owner,Q3
August 2024,"€ 1,720",Apartment,Dublin City North - Dublin 5,1 Bedroom,2 Bathrooms,No,N,12 months,Estate Agent,Q3
August 2024,"€ 1,580 per month",Apartment,Dublin City North - Dublin 5,1 Bedroom,1 Bathroom,???,No,6.0,Estate Agent,Q3
August 2024,"€ 2,090 per month",Apartment,Dublin City South - Dublin 8,1 Bedroom,1 Bathroom,N,No,12.0,Owner,Q3
August 2024,€ 980,Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,Yes,No,???,Estate Agent,Q3
August 2024,"€ 5,100",House,Dublin City North - Dublin 1,4 Bedrooms,4 Bathrooms,Yes,Yes,3 months,Estate Agent,Q3
September 2024,"€ 3,510",House,Dublin City North - Dublin 3,4 Bedrooms,4 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
September 2024,"€ 3,200",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,6 months,Estate Agent,Q3
September 2024,"€ 2,430",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 2,370 per month",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,No,12.0,Estate Agent,Q3
September 2024,"€ 5,280",House,Dublin City South - Dublin 2,4 Bedrooms,1 Bathroom,Yes,Yes,???,Owner,Q3
September 2024,"€ 1,140 per month",Apartment,North Co Dublin,1 Bedroom,1 Bathroom,Yes,???,6 months,Estate Agent,Q3
September 2024,"€ 1,180",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,N,12 months,Estate Agent,Q3
September 2024,"€ 2,640",Apartment,Dublin City South - Dublin 2,2,2,No,No,12 months,Owner,Q3
September 2024,"€ 2,740",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,Yes,???,12 months,Owner,Q3
September 2024,"€ 1,630",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,6 months,Owner,Q3
September 2024,"€ 2,330",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 3,180",Apartment,Dublin City South - Dublin 6,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,460",Apartment,Dublin City South - Dublin 24,2,1 Bathroom,No,No,12.0,Estate Agent,Q3
September 2024,"€ 1,140 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 1,160",Apartment,Dublin City North - Dublin 5,1 Bedroom,2,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 1,020 per month",Apartment,Dublin City South - Dublin 14,2 Bedrooms,2 Bathrooms,No,???,12 months,Owner,Q3
September 2024,"€ 1,960",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,N,12 months,Estate Agent,Q3
September 2024,"€ 2,420",House,Dublin City North - Dublin 7,4 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Owner,Q3
September 2024,"€ 1,760 per month",Apartment,Dublin City North - Dublin 13,2 Bedrooms,1 Bathroom,No,N,12 months,Owner,Q3
September 2024,"€ 2,670",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,N,12.0,Estate Agent,Q3
September 2024,"€1,160.00",Apartment,Dublin City North - Dublin 5,2,1 Bathroom,???,No,12 months,Estate Agent,Q3
September 2024,"€ 5,100",House,Dublin City South - Dublin 18,2 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q3
September 2024,"€ 1,250",Apartment,North Co Dublin,2 Bedrooms,1 Bathroom,No,No,3 months,Estate Agent,Q3
September 2024,"€ 4,560",House,Dublin City North - Dublin 7,3,2 Bathrooms,Yes,Yes,12 months,Owner,Q3
September 2024,"€ 6,600 per month",Apartment,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,Yes,No,3 months,Estate Agent,Q3
September 2024,"€5,420.00",House,Dublin City North - Dublin 7,4 Bedrooms,1 Bathroom,Y,Yes,12 months,Owner,Q3
September 2024,"€ 1,600",Apartment,Dublin City South - Dublin 6W,1 Bedroom,2 Bathrooms,No,N,12.0,Estate Agent,Q3
September 2024,"€ 1,700",Apartment,Dublin City North - Dublin 15,1,2 Bathrooms,No,No,6 months,Estate Agent,Q3
September 2024,"€ 5,480",House,Dublin City South - Dublin 14,4 Bedrooms,1,Yes,Yes,3.0,Estate Agent,Q3
September 2024,"€ 1,960 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,570 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,Yes,???,12 months,Estate Agent,Q3
September 2024,"€ 5,100",House,Dublin City North - Dublin 1,1,2,Yes,Y,12 months,Estate Agent,Q3
September 2024,"€ 2,800",House,Dublin City South - Dublin 6,2 Bedrooms,2 Bathrooms,No,Yes,12.0,Estate Agent,Q3
September 2024,"€ 3,800",House,Dublin City North - Dublin 11,3,1,No,Yes,12.0,Owner,Q3
September 2024,"€ 1,320 per month",Apartment,Dublin City South - Dublin 8,1 Bedroom,1 Bathroom,No,No,3 months,Estate Agent,Q3
September 2024,"€ 1,300 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12.0,Owner,Q3
September 2024,"€ 2,010",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,???,12 months,Estate Agent,Q3
September 2024,"€ 3,530",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,6.0,Estate Agent,Q3
September 2024,"€ 6,150 per month",House,Dublin City North - Dublin 1,3,1 Bathroom,Yes,Yes,3 months,Owner,Q3
September 2024,"€ 3,730 per month",House,Dublin City North - Dublin 15,2,2 Bathrooms,Yes,No,3 months,Estate Agent,Q3
September 2024,"€ 1,640",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,N,No,6 months,Estate Agent,Q3
September 2024,"€ 1,220",Apartment,Dublin City South - Dublin 24,2,2 Bathrooms,No,N,6 months,Owner,Q3
September 2024,"€ 1,030",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 5,140",Apartment,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€ 5,030 per month",Apartment,Dublin City South - Dublin 2,3,1 Bathroom,No,No,6 months,Owner,Q3
September 2024,"€ 1,820",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,No,12 months,Estate Agent,Q3
September 2024,"€ 3,360",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,No,No,12.0,Owner,Q3
September 2024,"€ 2,780 per month",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 2,270",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,6 months,Estate Agent,Q3
September 2024,"€ 2,750",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,560",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,No,No,12 months,Owner,Q3
September 2024,"€ 2,160",Apartment,Dublin City South - Dublin 16,1 Bedroom,1 Bathroom,???,No,3 months,Estate Agent,Q3
September 2024,"€ 5,110",House,Dublin City North - Dublin 5,4 Bedrooms,1 Bathroom,N,Yes,12 months,Owner,Q3
September 2024,"€ 2,950",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,???,12 months,Owner,Q3
September 2024,"€ 3,250",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,760",Apartment,Dublin City South - Dublin 14,1,1 Bathroom,Y,No,12 months,Estate Agent,Q3
September 2024,"€ 4,290",House,Dublin City North - Dublin 11,4 Bedrooms,2,???,Yes,3.0,Owner,Q3
September 2024,€ 850,Apartment,Dublin City North - Dublin 5,1 Bedroom,2 Bathrooms,No,No,12 months,Owner,Q3
September 2024,"€ 1,530 per month",Apartment,Dublin City North - Dublin 7,1 Bedroom,1 Bathroom,No,???,12.0,Estate Agent,Q3
September 2024,"€ 1,060",Apartment,South Co Dublin,2 Bedrooms,2 Bathrooms,No,???,12 months,Estate Agent,Q3
September 2024,€ 840 per month,Apartment,Dublin City North - Dublin 7,1 Bedroom,1,No,No,6 months,Estate Agent,Q3
September 2024,"€ 1,670",Apartment,Dublin City South - Dublin 8,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q3
September 2024,€ 760,Apartment,Dublin City North - Dublin 15,1 Bedroom,2 Bathrooms,N,No,12 months,Estate Agent,Q3
September 2024,"€ 2,670",Apartment,North Co Dublin,3,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,400",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,610",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,No,6 months,Owner,Q3
September 2024,"€ 1,890",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 3,050",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 4,150",House,Dublin City North - Dublin 11,3 Bedrooms,2 Bathrooms,N,Yes,3 months,Owner,Q3
September 2024,"€ 1,440",Apartment,Dublin City South - Dublin 14,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,460",Apartment,Dublin City North - Dublin 9,2 Bedrooms,1 Bathroom,N,N,6 months,Estate Agent,Q3
September 2024,"€ 1,530",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,???,No,12 months,Estate Agent,Q3
September 2024,€ 940 per month,Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,890",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,No,12 months,Estate Agent,Q3
September 2024,"€ 3,060 per month",Apartment,North Co Dublin,3 Bedrooms,2 Bathrooms,No,No,12 months,Owner,Q3
September 2024,"€ 1,920",Apartment,South Co Dublin,2 Bedrooms,1,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,900",Apartment,Dublin City South - Dublin 6,2 Bedrooms,2,No,???,12 months,Owner,Q3
September 2024,"€ 3,730",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,Yes,No,3 months,Owner,Q3
September 2024,"€ 3,160",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q3
September 2024,"€ 2,580 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,6 months,Owner,Q3
September 2024,"€1,450.00",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 1,240",Apartment,Dublin City North - Dublin 15,1 Bedroom,1 Bathroom,No,No,6 months,Estate Agent,Q3
September 2024,"€ 2,550",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,290 per month",Apartment,Dublin City South - Dublin 24,1,2 Bathrooms,No,No,3 months,Estate Agent,Q3
September 2024,"€ 4,290",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,No,No,3 months,Owner,Q3
September 2024,"€1,820.00 per month",Apartment,Dublin City South - Dublin 4,2 Bedrooms,2 Bathrooms,No,No,12.0,Owner,Q3
September 2024,"€ 4,510",House,Dublin City North - Dublin 1,3,2 Bathrooms,Yes,Yes,12.0,Owner,Q3
September 2024,"€ 2,120",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12.0,Estate Agent,Q3
September 2024,"€ 1,360 per month",Apartment,Dublin City North - Dublin 9,1,1 Bathroom,N,No,12.0,Owner,Q3
September 2024,"€ 1,570 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 1,700",Apartment,South Co Dublin,1,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 6,110",House,Dublin City South - Dublin 18,4 Bedrooms,4 Bathrooms,No,Yes,12 months,Owner,Q3
September 2024,"€ 1,580",Apartment,Dublin City South - Dublin 12,1 Bedroom,1 Bathroom,???,No,12 months,Estate Agent,Q3
September 2024,"€ 1,980 per month",House,Dublin City South - Dublin 18,2 Bedrooms,1,No,No,12 months,Estate Agent,Q3
September 2024,€ 800,Apartment,Dublin City North - Dublin 15,1 Bedroom,2 Bathrooms,No,???,12 months,Estate Agent,Q3
September 2024,"€ 2,700 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,N,No,12 months,Owner,Q3
September 2024,"€ 2,690",Apartment,South Co Dublin,2,1 Bathroom,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 5,620 per month",House,Dublin City South - Dublin 6,4,3,Yes,Yes,12 months,Owner,Q3
September 2024,"€ 3,060",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,3 months,Estate Agent,Q3
September 2024,"€ 1,090",Apartment,Dublin City North - Dublin 3,2 Bedrooms,1,No,???,12 months,Owner,Q3
September 2024,€ 980,Apartment,Dublin City North - Dublin 11,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
